id,session_log_id,useraccount_id,subject_id,counter,class_id,school_id,is_parent_post,reply_to_post_id,karma_awarded_id,comment_text,image_url,document_url,is_active,is_moved,is_hidden,is_starred,is_sticky,is_welcome_post,last_poster_permissions,access_permissions,answer_status_flags,ts_created,ts_modified,TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT,token_num,safety_score,type
156128.0,511090.0,418369.0,1,157124,,15761.0,0.0,156016.0,,YOU GUYS ARE BEING STUPID YOU GUYS ARE GIVING US A BAD NAME PEOPLE ARE TRYING TO TAKE THIS SERIUOSLY AND YOU GUYS NEED TO GROW UP,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-09 15:14:33,2014-09-16 18:15:02,0.8540474,0.10221587,0.7762574,0.47435758,0.023371955,0.06376713,27,0.6176637775,unsafe
162510.0,154783.0,1313766.0,1,163506,,13017.0,0.0,162505.0,,WTF!!! GET THE HECK OF THIS SITE IF UR GOING TO ACT LIKE SOME RETARD,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-11 15:34:29,2014-04-11 15:34:29,0.91625386,0.33352965,0.755201,0.70864636,0.11769595,0.18369927,15,0.49749565166666676,unsafe
162587.0,156731.0,1316574.0,1,163583,,13017.0,0.0,162552.0,,Dis bitch paige is a hater. i think she wants to ride ur dick bro,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-11 15:43:43,2014-04-11 15:43:43,0.8629672,0.23922618,0.6306599,0.7654259,0.2836219,0.7334555,15,0.4141072366666667,unsafe
162682.0,472170.0,2275430.0,1,163678,,14287.0,0.0,162626.0,,i was kidding you faggot if you haven tnoticed eberyone is messing around here dumb retard,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-11 15:51:42,2014-04-11 15:51:50,0.9209984,0.6649212,0.87225974,0.80158395,0.035803676,0.29934964,16,0.4008472323333333,unsafe
162695.0,470467.0,2266794.0,1,163691,,14287.0,0.0,162662.0,,stop being stupid and pay attention im right next to you,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-11 15:52:34,2014-04-11 15:52:34,0.7761081,0.018269362,0.75027496,0.42102736,0.019055385,0.030432219,11,0.664138769,unsafe
164862.0,156732.0,1316574.0,1,165858,,13017.0,0.0,162552.0,,"why the fuck would u snitch. u fucking miserable ass person
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-12 16:28:12,2014-04-12 16:28:12,0.968226,0.19890837,0.84251964,0.9421618,0.06787856,0.57420796,11,0.4010162783333333,unsafe
168476.0,117223.0,1217384.0,1,169472,,12715.0,0.0,168471.0,,"I will report you for calling me stupid and lame.
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-14 12:55:25,2014-04-14 12:55:25,0.6667219,0.018269362,0.6370372,0.36602396,0.19229786,0.0353863,10,0.6807105696666667,unsafe
172729.0,626204.0,858207.0,1,173725,,11700.0,0.0,172719.0,,ICL is a program used in pre-algebra classes that really sucks,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-15 19:16:27,2014-04-15 19:16:27,0.60254884,0.044612918,0.42167732,0.5365423,0.007249452,0.27309364,11,0.6857125883333333,unsafe
175315.0,448120.0,2125068.0,1,176311,,14094.0,0.0,175297.0,,"Well it really stupid! Im trying to help you out and i dont want to see stupid posts!!!!
",,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-16 17:29:35,2014-04-16 17:29:35,0.82048255,0.01191331,0.7762574,0.38343847,0.009281937,0.019462466,18,0.6631939778333333,unsafe
179731.0,697247.0,967250.0,1,180727,,11840.0,0.0,179711.0,,all you guys are stupid these people trying to help and all u do is nag and none of u give them credit they deserve  ,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-18 16:11:07,2014-04-18 16:11:07,0.8403191,0.2308735,0.7775208,0.4819111,0.05268431,0.07662201,27,0.59001153,unsafe
179831.0,11487.0,3103818.0,1,180827,,11804.0,0.0,179729.0,,"don't feet stupid!  you got it!

here's 100 KP to everyone who helped on this post!",,,1,0.0,0.0,0.0,,,,4294967295.0,1.0,2014-04-18 16:39:15,2014-04-18 16:39:15,0.6407703,0.012943448,0.6675394,0.31402156,0.010110466,0.013918612,16,0.7234493689999999,unsafe
186003.0,316227.0,1648431.0,1,186999,,13402.0,0.0,185996.0,,haha fag u sit on here all day ur fat af,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-21 21:16:07,2014-04-21 21:16:07,0.8696708,0.56445944,0.7782364,0.6672561,0.04098356,0.31433883,11,0.46084247833333336,unsafe
190732.0,239417.0,1479084.0,1,191728,,12810.0,0.0,190711.0,,"so i am guessing you are crazy and a cuban
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-23 17:06:07,2014-04-23 17:06:07,0.73663366,0.5135796,0.71551245,0.27477357,0.008026198,0.025832001,10,0.6209404201666666,unsafe
190734.0,239417.0,1479084.0,1,191730,,12810.0,0.0,190711.0,,"so i am guessing you are crazy and a cuban
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-23 17:06:10,2014-04-23 17:06:10,0.73663366,0.5135796,0.71551245,0.27477357,0.008026198,0.025832001,10,0.6209404201666666,unsafe
191124.0,157279.0,1317210.0,1,192120,,12928.0,0.0,191040.0,,YOU ACT LIKE YOUR CODE IS RAW HALF THE SHIT YOU WEAR DNT BE MATCHIN,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-23 18:22:55,2014-04-23 18:22:55,0.9061063,0.0775651,0.5332045,0.7785769,0.020782012,0.22163464,15,0.5770217579999999,unsafe
191405.0,316229.0,1648431.0,1,192401,,13402.0,0.0,191352.0,,luke han get over it. the fact is u hAVE NO LIFE AND THAT IS Y U STORED IT ON YOUR GOOGLE DRIVE. You do not work for this website u are  a student just like me so **curse word** off,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-23 21:18:55,2014-04-23 21:31:31,0.6289369,0.053399716,0.43450394,0.473824,0.04686524,0.15078925,42,0.7019468256666666,unsafe
191421.0,316229.0,1648431.0,1,192417,,13402.0,0.0,191352.0,,austin told me to shut up i screen shotted it and am reporting u to your school,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-23 21:23:53,2014-04-23 21:23:53,0.6308517,0.068465814,0.46774593,0.32120174,0.34804323,0.056346856,17,0.684557455,unsafe
196147.0,156743.0,1316574.0,1,197143,,13017.0,0.0,196137.0,,naw she is a butthole. i wanted to say the other word but i will get in trouble,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-25 19:16:52,2014-04-25 19:16:52,0.75208336,0.09080041,0.5935568,0.64080805,0.02492592,0.51986235,18,0.5629938516666668,unsafe
202252.0,300349.0,1602017.0,1,203248,,13217.0,0.0,202231.0,,this is for learnin g not for spaming stupid comments ,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-29 18:08:45,2014-04-29 18:08:45,0.60311776,0.021183543,0.5678696,0.4170448,0.009540852,0.027129497,11,0.725685658,unsafe
205169.0,249902.0,1506832.0,1,206165,,13162.0,0.0,205149.0,,"And without idiots like him, how would we know how not to act?",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-30 17:56:23,2014-04-30 17:56:23,0.7998551,0.019977676,0.8032227,0.3827387,0.010110466,0.024416547,13,0.6599464685,unsafe
206793.0,381972.0,1777832.0,1,207789,,13669.0,0.0,206742.0,,stupid people these days( ment for me not you guys),,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-05-01 00:18:49,2014-05-01 00:18:49,0.78207105,0.06795148,0.7497506,0.42990944,0.012492486,0.023354959,10,0.6557449975,unsafe
207572.0,48052.0,1082962.0,1,208568,,12053.0,0.0,207564.0,,"I suck at... well, any &quot;nomials&quot;, so i guess ill still get an A.",,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-05-01 14:31:57,2014-05-01 14:31:57,0.72028047,0.073429056,0.36798462,0.541926,0.01698343,0.4476293,14,0.6386278539999999,unsafe
207716.0,335266.0,1687320.0,1,208712,,13459.0,0.0,207666.0,,Bra yo white cracka @$$ better not join or we jump yo @$$ cuz' us Nigs don't got no time for that,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-05-01 15:07:06,2014-05-01 15:07:06,0.62702215,0.5983441,0.5130944,0.4989438,0.44942492,0.33312085,22,0.4966749633333333,unsafe
210793.0,509797.0,416774.0,1,211789,,15761.0,0.0,210774.0,,cats suck they just get fat and sit around they dont protect u from anything,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-05-02 14:52:03,2014-09-16 18:15:02,0.6989911,0.13377325,0.48313886,0.5013569,0.015602129,0.4138546,15,0.6255471935000001,unsafe
210912.0,156755.0,1316574.0,1,211908,,13017.0,0.0,210905.0,,"DEATH TO AMERIKA
AND BUTTER SAUCE
DONT BOIL ME
IM STILL ALIVE!!

IRAQ LOBSTER",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-05-02 15:10:12,2014-05-02 15:10:12,0.73663366,0.55044734,0.40243408,0.33317488,0.6094174,0.044509757,10,0.5538971471666667,unsafe
212589.0,340387.0,1716793.0,1,213585,,13534.0,0.0,212554.0,,"i get it
im not n idiot....
i thnl im not so sure what an idiot is
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-05-03 13:13:05,2014-05-03 13:13:05,0.6544696,0.01565665,0.65865606,0.41570562,0.009178371,0.03585812,15,0.7017459298333333,unsafe
